chapter,chapter_title,verse,shlok,transliteration,translation,index
6,Dhyān Yog,6.20,यत्रोपरमते चित्तं निरुद्धं योगसेवया |\nयत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति ||६-२०||,yatroparamate cittaṃ niruddhaṃ yogasevayā .\nyatra caivātmanātmānaṃ paśyannātmani tuṣyati ||6-20||,"When the mind, restrained from material activities, becomes still by the practice of Yog, then the yogi is able to behold the soul through the purified mind, and he rejoices in the inner joy.",234
6,Dhyān Yog,6.21,सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम् |\nवेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः ||६-२१||,sukhamātyantikaṃ yattad buddhigrāhyamatīndriyam .\nvetti yatra na caivāyaṃ sthitaścalati tattvataḥ ||6-21||,"In that joyous state of Yog, called samadhi, one experiences supreme boundless divine bliss, and thus situated, one never deviates from the Eternal Truth.",235
6,Dhyān Yog,6.22,यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः |\nयस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते ||६-२२||,yaṃ labdhvā cāparaṃ lābhaṃ manyate nādhikaṃ tataḥ .\nyasminsthito na duḥkhena guruṇāpi vicālyate ||6-22||,"Having gained that state, one does not consider any attainment to be greater. Being thus established, one is not shaken even in the midst of the greatest calamity.",236
6,Dhyān Yog,6.23,तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम् |\nस निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा ||६-२३||,taṃ vidyād duḥkhasaṃyogaviyogaṃ yogasaṃjñitam .\nsa niścayena yoktavyo yogo.anirviṇṇacetasā ||6-23||,That state of severance from union with misery is known as Yog. This Yog should be resolutely practiced with determination free from pessimism.,237
6,Dhyān Yog,6.24 – 6.25,,,"Completely renouncing all desires arising from thoughts of the world, one should restrain the senses from all sides with the mind. Slowly and steadily, with conviction in the intellect, the mind will become fixed in God alone, and will think of nothing else.",238
6,Dhyān Yog,6.26,यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |\nततस्ततो नियम्यैतदात्मन्येव वशं नयेत् ||६-२६||,yato yato niścarati manaścañcalamasthiram .\ntatastato niyamyaitadātmanyeva vaśaṃ nayet ||6-26||,"Whenever and wherever the restless and unsteady mind wanders, one should bring it back and continually focus it on God.",239
6,Dhyān Yog,6.27,प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |\nउपैति शान्तरजसं ब्रह्मभूतमकल्मषम् ||६-२७||,praśāntamanasaṃ hyenaṃ yoginaṃ sukhamuttamam .\nupaiti śāntarajasaṃ brahmabhūtamakalmaṣam ||6-27||,"Great transcendental happiness comes to the yogi whose mind is calm, whose passions are subdued, who is without sin, and who sees everything in connection with God.",240
6,Dhyān Yog,6.28,युञ्जन्नेवं सदात्मानं योगी विगतकल्मषः |\nसुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते ||६-२८||,yuñjannevaṃ sadātmānaṃ yogī vigatakalmaṣaḥ .\nsukhena brahmasaṃsparśamatyantaṃ sukhamaśnute ||6-28||,"The self-controlled yogi, thus uniting the self with God, becomes free from material contamination, and being in constant touch with the Supreme, achieves the highest state of perfect happiness.",241
6,Dhyān Yog,6.29,सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |\nईक्षते योगयुक्तात्मा सर्वत्र समदर्शनः ||६-२९||,sarvabhūtasthamātmānaṃ sarvabhūtāni cātmani .\nīkṣate yogayuktātmā sarvatra samadarśanaḥ ||6-29||,"The true yogis, uniting their consciousness with God, see with equal eye, all living beings in God and God in all living beings.",242
6,Dhyān Yog,6.30,यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |\nतस्याहं न प्रणश्यामि स च मे न प्रणश्यति ||६-३०||,yo māṃ paśyati sarvatra sarvaṃ ca mayi paśyati .\ntasyāhaṃ na praṇaśyāmi sa ca me na praṇaśyati ||6-30||,"For those who see Me everywhere and see all things in Me, I am never lost, nor are they ever lost to Me.",243
6,Dhyān Yog,6.31,सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |\nसर्वथा वर्तमानोऽपि स योगी मयि वर्तते ||६-३१||,sarvabhūtasthitaṃ yo māṃ bhajatyekatvamāsthitaḥ .\nsarvathā vartamāno.api sa yogī mayi vartate ||6-31||,"The yogi who is established in union with Me, and worships Me as the Supreme Soul residing in all beings, dwells only in Me, though engaged in all kinds of activities.",244
6,Dhyān Yog,6.32,आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |\nसुखं वा यदि वा दुःखं स योगी परमो मतः ||६-३२||,ātmaupamyena sarvatra samaṃ paśyati yo.arjuna .\nsukhaṃ vā yadi vā duḥkhaṃ sa yogī paramo mataḥ ||6-32||,I regard them to be perfect yogis who see the true equality of all living beings and respond to the joys and sorrows of others as if they were their own.,245
6,Dhyān Yog,6.33,अर्जुन उवाच |\nयोऽयं योगस्त्वया प्रोक्तः साम्येन मधुसूदन |\nएतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् ||६-३३||,arjuna uvāca .\nyo.ayaṃ yogastvayā proktaḥ sāmyena madhusūdana .\netasyāhaṃ na paśyāmi cañcalatvātsthitiṃ sthirām ||6-33||,"Arjun said: The system of Yog that you have described, O Madhusudan, appears impractical and unattainable to me, due to the restless mind.",246
6,Dhyān Yog,6.34,चञ्चलं हि मनः कृष्ण प्रमाथि बलवद् दृढम् |\nतस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् ||६-३४||,cañcalaṃ hi manaḥ kṛṣṇa pramāthi balavad dṛḍham .\ntasyāhaṃ nigrahaṃ manye vāyoriva suduṣkaram ||6-34||,"The mind is very restless, turbulent, strong and obstinate, O Krishna. It appears to me that it is more difficult to control than the wind.",247
6,Dhyān Yog,6.35,श्रीभगवानुवाच |\nअसंशयं महाबाहो मनो दुर्निग्रहं चलम् |\nअभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते ||६-३५||,śrībhagavānuvāca .\nasaṃśayaṃ mahābāho mano durnigrahaṃ calam .\nabhyāsena tu kaunteya vairāgyeṇa ca gṛhyate ||6-35||,"Lord Krishna said: O mighty-armed son of Kunti, what you say is correct; the mind is indeed very difficult to restrain. But by practice and detachment, it can be controlled.",248
6,Dhyān Yog,6.36,असंयतात्मना योगो दुष्प्राप इति मे मतिः |\nवश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः ||६-३६||,asaṃyatātmanā yogo duṣprāpa iti me matiḥ .\nvaśyātmanā tu yatatā śakyo.avāptumupāyataḥ ||6-36||,"Yog is difficult to attain for one whose mind is unbridled. However, those who have learnt to control the mind, and who strive earnestly by proper means, can attain perfection in Yog. This is My opinion.",249
6,Dhyān Yog,6.37,अर्जुन उवाच |\nअयतिः श्रद्धयोपेतो योगाच्चलितमानसः |\nअप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति ||६-३७||,arjuna uvāca .\nayatiḥ śraddhayopeto yogāccalitamānasaḥ .\naprāpya yogasaṃsiddhiṃ kāṃ gatiṃ kṛṣṇa gacchati ||6-37||,"Arjun said: What is the fate of the unsuccessful yogi who begins the path with faith, but who does not endeavor sufficiently due to an unsteady mind and is unable to reach the goal of Yog in this life?",250
6,Dhyān Yog,6.38,कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |\nअप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि ||६-३८||,kaccinnobhayavibhraṣṭaśchinnābhramiva naśyati .\napratiṣṭho mahābāho vimūḍho brahmaṇaḥ pathi ||6-38||,"Does not such a person who deviates from Yog get deprived of both material and spiritual success, O mighty-armed Krishna, and perish like a broken cloud with no position in either sphere?",251
6,Dhyān Yog,6.39,एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः |\nत्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते ||६-३९||,etanme saṃśayaṃ kṛṣṇa chettumarhasyaśeṣataḥ .\ntvadanyaḥ saṃśayasyāsya chettā na hyupapadyate ||6-39||,"O Krishna, please dispel this doubt of mine completely, for who other than You can do so?",252
6,Dhyān Yog,6.40,श्रीभगवानुवाच |\nपार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |\nन हि कल्याणकृत्कश्चिद् दुर्गतिं तात गच्छति ||६-४०||,śrībhagavānuvāca .\npārtha naiveha nāmutra vināśastasya vidyate .\nna hi kalyāṇakṛtkaścid durgatiṃ tāta gacchati ||6-40||,"The Supreme Lord said: O Parth, one who engages on the spiritual path does not meet with destruction either in this world or the world to come. My dear friend, one who strives for God-realization is never overcome by evil.",253
